Servicio,Region,Comuna,Tipo_1,Dependencia,Tipo,Nombre,Direccion,Telefono,Fax
Metropolitano Occidente,13,TALAGANTE,HOSPITALES,Servicio,Establecimiento Mediana Complejidad,Hospital Adalberto Steeger (Talagante),Balmaceda Nº 1458,02-5744200(1),02-8151118
Metropolitano Occidente,13,PEÑAFLOR,HOSPITALES,Servicio,Establecimiento Mediana Complejidad,Hospital de Peñaflor,Carrera Nº 214,02-5745750,02-8121525
Metropolitano Occidente,13,MELIPILLA,HOSPITALES,Servicio,Establecimiento Mayor Complejidad,Hospital San José (Melipilla),O'Higgins Nº 551,02-5745555,02-8323325
Metropolitano Occidente,13,CURACAVÍ,HOSPITALES,Servicio,Establecimiento Menor Complejidad,Hospital de Curacaví,Avda Ambrosio O'Higgins Nº 500,02-5745400,02-8351077
Metropolitano Occidente,13,PUDAHUEL,ATENCION SECUNDARIA,Servicio,Centro de Referencia de Salud,Centro de Referencia de Salud Salvador Allende,Teniente Cruz N° 800,02-5742695,
Metropolitano Occidente,13,QUINTA NORMAL,CENTRO DE ATENCIÓN PRIMARIA,Servicio,Centro de Salud Urbano,Consultorio Andes,Andes Nº 4242,800500270,02-7732837
Metropolitano Occidente,13,LO PRADO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Urbano,Consultorio Santa Anita,Loyola N° 5302,02-5743051,
Metropolitano Occidente,13,LO PRADO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar Pablo Neruda,Dorsal N° 6741,02-5751450,
Metropolitano Occidente,13,QUINTA NORMAL,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar Lo Franco,Carrascal Nº 4459,02-5742454,02-7747504
Metropolitano Occidente,13,QUINTA NORMAL,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar Garín,Janequeo Nº 5612,02-7731691,
Metropolitano Occidente,13,CERRO NAVIA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Consultorio Dr Adalberto Steeger,Huelén Nº 1629,02-5744050,
Metropolitano Occidente,13,CERRO NAVIA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar Lo Amor,Neptuno N° 2198,,
Metropolitano Occidente,13,CERRO NAVIA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar Cerro Navia,Sado Nº 7965,02-5742900,
Metropolitano Occidente,13,LO PRADO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar Dr Raúl Yazigi,Caleta Iquique N° 214,800500256,02-7791646
Metropolitano Occidente,13,LO PRADO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Urbano,Consultorio Dr Avendaño,Teniente Cruz N° 1087,02-5744802,
Metropolitano Occidente,13,PUDAHUEL,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Urbano,Consultorio Pudahuel Estrella,Avda La Estrella Nº 1115,02-5744150,
Metropolitano Occidente,13,PUDAHUEL,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Urbano,Consultorio Pudahuel Poniente,San Pablo Nº 9152,02-5745103,
Metropolitano Occidente,13,PUDAHUEL,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar Dr Gustavo Molina,Calle Laguna Sur Nº 8759,02-5743950,
Metropolitano Occidente,13,PUDAHUEL,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Urbano,Consultorio Cardenal Raúl Silva Henríquez de Pudahuel,Avda El Tranque Nº 1382,800500409,
Metropolitano Occidente,13,PUDAHUEL,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar Violeta Parra,Avda Travesía N° 8457,02-7490363,
Metropolitano Occidente,13,CERRO NAVIA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar Dr Arturo Albertz,Las Torres Nº 1204,02-5743653,
Metropolitano Occidente,13,RENCA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Urbano,Consultorio Renca,Balmaceda Nº 4420,02-5745150,
Metropolitano Occidente,13,RENCA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Urbano,Consultorio Dr Hernán Urzúa Merino,Totoral Bajo Nº 1011,02-5742800,
Metropolitano Occidente,13,RENCA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Urbano,Consultorio Huamachuco,"Las Margaritas Nº 2466, Punta Este",02-5743850,
Metropolitano Occidente,13,PADRE HURTADO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar Juan Pablo II de Padre Hurtado,1ª Transversal Nº 1657,02-5746300,
Metropolitano Occidente,13,PEÑAFLOR,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Rural,Consultorio Dr Fernando Monckeberg,La Concepción Nº 73,02-5745750,
Metropolitano Occidente,13,EL MONTE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Rural,Consultorio El Monte,Avda Los Libertadores Nº 531,02-5743103,
Metropolitano Occidente,13,ISLA DE MAIPO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar Isla de Maipo,Manuel Rodriguez Nº 1001,02-5744350,
Metropolitano Occidente,13,MELIPILLA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Urbano,Consultorio Dr Edelberto Elgueta,Arza Nº 1576,02-5743550,
Metropolitano Occidente,13,MELIPILLA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar Dr Francisco Boris Soler,Valdés Nº 727,02-5745310,
Metropolitano Occidente,13,MELIPILLA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Rural,Consultorio San Manuel,Camino San Manuel N° S/N (Camino Público),02-5745500,
Metropolitano Occidente,13,MARIA PINTO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Rural,Consultorio María Pinto,Avda 18 de Septiembre Nº 78,02-5745000,
Metropolitano Occidente,13,TALAGANTE,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Urbano,Consultorio Dr Alberto Allen Jones,Francisco Chacón Nº 750,02-5743750,
Metropolitano Occidente,13,PUDAHUEL,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Irene Frei Montalva,"Camino Noviciado s/n, Aldea Noviciado",,
Metropolitano Occidente,13,ISLA DE MAIPO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural La Islita,"Balmaceda s/n, Ciudad La Islita",,
Metropolitano Occidente,13,ISLA DE MAIPO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural San Antonio de Naltagua,Aldea San Antonio Naltagua (frente Medialuna),,
Metropolitano Occidente,13,ISLA DE MAIPO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Gacitúa,Sector Gacitúa Pobl Gacitúa,,
Metropolitano Occidente,13,ISLA DE MAIPO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Las Mercedes ( Isla de Maipo ),"Juan Fco Fresno, Aldea Villa Las Mercedes",,
Metropolitano Occidente,13,MELIPILLA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Bollenar,"Avda Valparaíso s/n (frente Carab), Pueblo Bollenar",,
Metropolitano Occidente,13,MELIPILLA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Pahuilmo,"Ruta G 380, Camino Público s/n, Sector Pahuilmo",,
Metropolitano Occidente,13,MELIPILLA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Pomaire,"Pje 18 de Septiembre s/n (frente plazoleta), Pueblo Pomaire",,
Metropolitano Occidente,13,MARIA PINTO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Santa Emilia,Aldea Santa Emilia,,
Metropolitano Occidente,13,MARIA PINTO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Las Mercedes ( María Pinto ),Aldea Las Mercedes,,
Metropolitano Occidente,13,MARIA PINTO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Chorombo,Sector Chorombo Alto,,
Metropolitano Occidente,13,CURACAVÍ,CENTRO DE ATENCIÓN PRIMARIA,Servicio,Posta de Salud Rural,Posta de Salud Rural Cerrillos (Curacaví),"Ruta 68 G, Km 33, Camino Cuesta Barriga, Aldea Cerrillos",,
Metropolitano Occidente,13,SAN PEDRO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural San Pedro,"Av Hermosilla s/n, Aldea San Pedro",,
Metropolitano Occidente,13,SAN PEDRO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Loica,Aldea Loica,,
Metropolitano Occidente,13,SAN PEDRO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural La Manga,Sector La Manga,,
Metropolitano Occidente,13,SAN PEDRO,CENTRO DE ATENCIÓN PRIMARIA,Servicio,Posta de Salud Rural,Posta de Salud Rural Nihue,Sector Nihue,,
Metropolitano Occidente,13,SAN PEDRO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural El Prado,Aldea El Prado,,
Metropolitano Occidente,13,ALHUÉ,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Villa Alhué,"21 de Mayo s/n, Pueblo Villa Alhué",,
Metropolitano Occidente,13,ALHUÉ,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Hacienda Alhué,"La Línea, Sector Hacienda Alhué",,
Metropolitano Occidente,13,ALHUÉ,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Pichi,Sector Pichy,,
Metropolitano Occidente,13,ALHUÉ,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural El Asiento,Aldea El Asiento,,
Metropolitano Occidente,13,ALHUÉ,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Posta de Salud Rural,Posta de Salud Rural Santa María,Caserío Santa María,,
Metropolitano Occidente,13,CERRO NAVIA,CENTROS RESOLUTIVIDAD AMBULATORIA A NIVEL DE COMUNA,Municipal,Consultorio de Salud Mental,COSAM Cerro Navia,5 de Febrero Nº 2206,02-5745052,
Metropolitano Occidente,13,QUINTA NORMAL,CENTROS RESOLUTIVIDAD AMBULATORIA A NIVEL DE COMUNA,Municipal,Consultorio de Salud Mental,COSAM Quinta Normal,Miguel de Atero Nº 2655 (ottolenghi 5151),02-5743901,
Metropolitano Occidente,13,LO PRADO,CENTROS RESOLUTIVIDAD AMBULATORIA A NIVEL DE COMUNA,Municipal,Consultorio de Salud Mental,COSAM Lo Prado,San Germán N° 1052,02-5744851,
Metropolitano Occidente,13,PUDAHUEL,CENTROS RESOLUTIVIDAD AMBULATORIA A NIVEL DE COMUNA,Convenios,Consultorio de Salud Mental,COSAM Pudahuel,Santa Corina Nº 8629,02-6442614,
Metropolitano Occidente,13,TALAGANTE,CENTROS RESOLUTIVIDAD AMBULATORIA A NIVEL DE COMUNA,Municipal,Consultorio de Salud Mental,COSAM Talagante,Esmeralda Nº 2049,02-5743505,
Metropolitano Occidente,13,PEÑAFLOR,CENTROS RESOLUTIVIDAD AMBULATORIA A NIVEL DE COMUNA,Municipal,Consultorio de Salud Mental,COSAM Peñaflor,Vicuña Mackenna Nº 984-A,02-5746000,
Metropolitano Occidente,13,MELIPILLA,CENTROS RESOLUTIVIDAD AMBULATORIA A NIVEL DE COMUNA,Municipal,Consultorio de Salud Mental,COSAM Melipilla,Alpatacal Nº 057,02-5745850,
Metropolitano Occidente,13,RENCA,CENTROS RESOLUTIVIDAD AMBULATORIA A NIVEL DE COMUNA,Municipal,Consultorio de Salud Mental,COSAM Renca,Avda Domingo Santa María N° 4511,02-6412312,
Metropolitano Occidente,13,QUINTA NORMAL,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro CECOF,Centro Comunitario de Salud Familiar Catamarca,Catamarca N° 2232,,
Metropolitano Occidente,13,QUINTA NORMAL,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro CECOF,Centro Comunitario de Salud Familiar Antumalal,Heriberto Rojas N° 5967,,
Metropolitano Occidente,13,CERRO NAVIA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro CECOF,Centro Comunitario de Salud Familiar Cerro Navia Unidad Vecinal 33,"Lanalhue N° 1780, Pob Los Lagos 3, Unidad Vecinal 33",02-5759832,
Metropolitano Occidente,13,PUDAHUEL,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro CECOF,Centro Comunitario de Salud Familiar Consejal Guillermo Flores O,"Copiapó N° 1252, Pob Vicente Merino",02-5759832,
Metropolitano Occidente,13,PUDAHUEL,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro CECOF,Centro Comunitario de Salud Familiar Padre Felipe Donoso G,"Lago Conguillío N° 267, Pob Laguna Sur",02-5759820,
Metropolitano Occidente,13,PUDAHUEL,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro CECOF,Centro Comunitario de Salud Familiar Río Claro,Río Claro N° 8314,,
Metropolitano Occidente,13,PUDAHUEL,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro CECOF,Centro Comunitario de Salud Familiar Santa Corina,Relacionador Aranguíz N° 645,,
Metropolitano Occidente,13,MELIPILLA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro CECOF,Centro Comunitario de Salud Familiar Padre Demetrio,"Ignacio Carrera Pinto N° 60, Sector Padre Demetrio Bravo, Pob Padre Hurtado",02-5759850,
Metropolitano Occidente,13,MELIPILLA,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro CECOF,Centro Comunitario de Salud Familiar Obispo Lizama,"Guillermo Vera N° 2091, Pob Obispo Lizama, Melipilla",,
Metropolitano Occidente,13,LO PRADO,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Municipal,Servicio de Atención Primaria de Urgencia,SAPU-Santa Anita,Loyola N° 5302,,
Metropolitano Occidente,13,QUINTA NORMAL,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Municipal,Servicio de Atención Primaria de Urgencia,SAPU-Garín,Janequeo N° 5612,02-5744900,02-7731691
Metropolitano Occidente,13,CERRO NAVIA,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Municipal,Servicio de Atención Primaria de Urgencia,SAPU-Dr Adalberto Steeger,Huelén N° 1629,,
Metropolitano Occidente,13,CERRO NAVIA,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Municipal,Servicio de Atención Primaria de Urgencia,SAPU-Cerro Navia,Sado N° 7965,02-5742902,02-6431715
Metropolitano Occidente,13,LO PRADO,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Municipal,Servicio de Atención Primaria de Urgencia,SAPU-Dr Yazigi,Caleta Iquique N° 214,02-7791646,02-7791303
Metropolitano Occidente,13,PUDAHUEL,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Municipal,Servicio de Atención Primaria de Urgencia,SAPU-Pudahuel Estrella,El Lazo N° 8631,02-5744150,02-6691695
Metropolitano Occidente,13,PUDAHUEL,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Municipal,Servicio de Atención Primaria de Urgencia,SAPU-Pudahuel Poniente,San Pablo N° 9152,02-5745104,
Metropolitano Occidente,13,PUDAHUEL,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Municipal,Servicio de Atención Primaria de Urgencia,SAPU-Dr Gustavo Molina,Calle Laguna Sur N° 8759,02-5743950,02-7495991
Metropolitano Occidente,13,CERRO NAVIA,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Municipal,Servicio de Atención Primaria de Urgencia,SAPU-Dr Albertz,Las Torres N° 1204-A,02-5743704,02-6431715
Metropolitano Occidente,13,RENCA,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Municipal,Servicio de Atención Primaria de Urgencia,SAPU-Renca,Balmaceda N°4012,02-5745207,
Metropolitano Occidente,13,PADRE HURTADO,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Municipal,Servicio de Atención Primaria de Urgencia,SAPU-Santa Rosa de Chena,El Arrayán N° 823,02-5740850,
Metropolitano Occidente,13,PEÑAFLOR,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Municipal,Servicio de Atención Primaria de Urgencia,SAPU-Dr Fernando Monckeberg,La Concepción N° 73,,
Metropolitano Occidente,13,EL MONTE,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Municipal,Servicio de Atención Primaria de Urgencia,SAPU-El Monte,Los Libertadores N° 531,,
Metropolitano Occidente,13,MELIPILLA,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Municipal,Servicio de Atención Primaria de Urgencia,SAPU-Dr Edelberto Elgueta,Arza N° 1576,02-5743550,02-8314307
Metropolitano Central,13,SANTIAGO,HOSPITALES,Servicio,Establecimiento Mayor Complejidad,Hospital Clínico San Borja-Arriarán,Santa Rosa N° 1234,02-5749000,02-5555343
Metropolitano Central,13,SANTIAGO,HOSPITALES,Servicio,Establecimiento Mayor Complejidad,Hospital de Urgencia Asistencia Pública Dr Alejandro del Río,Avda Portugal N° 125,02-4633800,02-6342284
Metropolitano Central,13,SANTIAGO,CENTRO DE ATENCIÓN PRIMARIA,Servicio,Centro de Salud Familiar,Consultorio N° 1 Dr Ramón Corbalán Melgarejo,Copiapó N° 1323,800500357,
Metropolitano Central,13,SANTIAGO,CENTRO DE ATENCIÓN PRIMARIA,Servicio,Centro de Salud Urbano,Consultorio Nº 5 Unión Americana,Unión Latinoamericana N° 98,02-5748400,
Metropolitano Central,13,ESTACIÓN CENTRAL,CENTRO DE ATENCIÓN PRIMARIA,Servicio,Centro de Salud Urbano,Consultorio Los Nogales,21 de Mayo N° 1854,02-5746400,
Metropolitano Central,13,PEDRO AGUIRRE CERDA,CENTRO DE ATENCIÓN PRIMARIA,Servicio,Centro de Salud Familiar,Consultorio Lo Valledor Norte,Avda Central N° 4000,02-5747700,
Metropolitano Central,13,MAIPU,CENTRO DE ATENCIÓN PRIMARIA,Servicio,Centro de Salud Urbano,Consultorio Maipú,Avda Ramón Freire N° 2470,800500354,
Metropolitano Central,13,CERRILLOS,CENTRO DE ATENCIÓN PRIMARIA,Servicio,Centro de Salud Urbano,Consultorio Dr Norman Voulliéme,Salomón aC N° 1376,02-5746650,
Metropolitano Central,13,ESTACIÓN CENTRAL,CENTRO DE ATENCIÓN PRIMARIA,Servicio,Centro de Salud Urbano,Consultorio San José Chuchunco,Coyhaique N° 6025,02-5746800,
Metropolitano Central,13,CERRILLOS,CENTRO DE ATENCIÓN PRIMARIA,Servicio,Centro de Salud Urbano,Consultorio Enfermera Sofía Pincheira,Avda Las Torres N° 7590,02-5747800,
Metropolitano Central,13,MAIPU,CENTRO DE ATENCIÓN PRIMARIA,Servicio,Centro de Salud Familiar,Centro de Salud Familiar Dr José Eduardo Ahués Salame,Avda Independencia N° 2200,02-5742750,
Metropolitano Central,13,MAIPU,CENTRO DE ATENCIÓN PRIMARIA,Servicio,Centro de Salud Familiar,Centro de Salud Familiar Dra Ana María Juricic,El Conquistador N° 1841,02-5144154,
Metropolitano Central,13,MAIPU,ATENCION SECUNDARIA,Servicio,Centro de Referencia de Salud,Centro de Referencia de Salud de Maipú,Camino Rinconada N° 1001,02-5746450,
Metropolitano Central,13,SANTIAGO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Urbano,Consultorio Padre Orellana,Padre Orellana N° 1706,02-5443335,
Metropolitano Central,13,SANTIAGO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Urbano,Consultorio San Vicente (ExSantiago Watt),Sepúlveda Leyton N° 3288,,
Metropolitano Central,13,SANTIAGO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Urbano,Consultorio Dr Benjamin Viel,San Ignacio N° 1217,02-5541015,
Metropolitano Central,13,MAIPU,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar Dr Iván Insunza,Mar de Chile N° 491,02-2750375,
Metropolitano Central,13,MAIPU,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar Clotario Blest,Los Trabajadores N° 999,,
Metropolitano Central,13,MAIPU,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar Dr Carlos Godoy,El Conquistador N° 0575,02-5759770,
Metropolitano Central,13,SANTIAGO,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro de Salud Familiar,Centro de Salud Familiar Ignacio Domeyko,Cueto Nº 543,02-5747650,
Metropolitano Central,13,MAIPU,CENTRO DE ATENCIÓN PRIMARIA,Servicio,Posta de Salud Rural,Posta de Salud Rural Rinconada de Maipú,"Camino Rinconada N° S/N, Población El Maitén",,
Metropolitano Central,13,ESTACIÓN CENTRAL,CENTROS RESOLUTIVIDAD AMBULATORIA A NIVEL DE COMUNA,Municipal,Consultorio de Salud Mental,COSAM Estación Central,Hermano Eyraut N° 1313,,
Metropolitano Central,13,MAIPU,CENTROS RESOLUTIVIDAD AMBULATORIA A NIVEL DE COMUNA,Municipal,Consultorio de Salud Mental,COSAM Maipú,O´Higgins N° 1000,02-7667286,
Metropolitano Central,13,CERRILLOS,CENTROS RESOLUTIVIDAD AMBULATORIA A NIVEL DE COMUNA,Municipal,Consultorio de Salud Mental,COSAM Cerrillos,19 de Septiembre N° 6161,02-5100800,
Metropolitano Central,13,MAIPU,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro CECOF,Centro Comunitario de Salud Familiar N° 1 del Cons Maipú,"Judea N° 321, Unidad Vecinal 24, Villa San Juan de Chena, Sector El Abrazo",,
Metropolitano Central,13,MAIPU,CENTRO DE ATENCIÓN PRIMARIA,Municipal,Centro CECOF,Centro Comunitario de Salud Familiar N° 2 del Cons Maipú,"Europa N° 0220, Unidad Vecinal 22, Villa Carlos V",02-5759770,
Metropolitano Central,13,SANTIAGO,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Servicio,Servicio de Atención Primaria de Urgencia,SAPU-Consultorio Nº1,Copiapó N° 1323,02-6962941,02-6964657
Metropolitano Central,13,MAIPU,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Servicio,Servicio de Atención Primaria de Urgencia,SAPU-Maipú,Avda Ramón Freire N° 2470,02-4828303,
Metropolitano Central,13,CERRILLOS,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Servicio,Servicio de Atención Primaria de Urgencia,SAPU-Dr Norman Voulliéme,Salomón Sack N° 1376,02-5746663,
Metropolitano Central,13,ESTACIÓN CENTRAL,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Servicio,Servicio de Atención Primaria de Urgencia,SAPU-San José de Chuchunco,Coihaique N° 6025,02-5746821,02-7410028
Metropolitano Central,13,MAIPU,CENTROS DE ATENCIÓN DE URGENCIA A NIVEL DE COMUNA,Servicio,Servicio de Atención Primaria de Urgencia,SAPU-Dra Ana María Juricic,El Conquistador N° 1841,02-5745365,02- 5140922
Metropolitano Oriente,13,PROVIDENCIA,HOSPITALES,Servicio,Establecimiento Mayor Complejidad,Hospital Del Salvador,Avda Salvador N° 364,02-3404400,02-2040086
Metropolitano Oriente,13,PEÑALOLÉN,HOSPITALES,Servicio,Establecimiento Mayor Complejidad,Hospital Dr Luis Tisné B,"Avda Las Torres N° 5150, Peñalolén",02-4724800,
Metropolitano Oriente,13,PROVIDENCIA,HOSPITALES,Servicio,Establecimiento Mayor Complejidad,Hospital de Niños Dr Luis Calvo Mackenna,Avda Antonio Varas N° 360,02-3401600,02-2360584
Metropolitano Oriente,13,PROVIDENCIA,HOSPITALES,Servicio,Establecimiento Mayor Complejidad,Instituto Nacional de Enfermedades Respiratorias y Cirugía Torácica,José Manuel Infante 717,02-3403500,02-2355833
Metropolitano Oriente,13,PROVIDENCIA,HOSPITALES,Servicio,Establecimiento Mayor Complejidad,Instituto de Neurocirugía Dr Alfonso Asenjo,Avda José M Infante N° 553,02-3403400,02-2356917
Metropolitano Oriente,13,PEÑALOLÉN,HOSPITALES,Servicio,Establecimiento Mayor Complejidad,Instituto Nacional de Rehabilitación Infantil Presidente Pedro Aguirre Cerda,Avda José Arrieta N° 5969,02-5754350,02-2273829
